respondent_id,site_id,company_id,GPUR_1,GPUR_2,GPUR_3,GPUR_4,GOPS_1,GOPS_2,GOPS_3,GOPS_4,GLOG_1,GLOG_2,GLOG_3,GTRN_1,GTRN_2,GTRN_3,GCOL_1,GCOL_2,GCOL_3,SUPINT_1,SUPINT_2,SUPINT_3,MAINT_1,MAINT_2,MAINT_3,COMP_1,COMP_2,COMP_3,OE_1,OE_2,OE_3,OE_4,OE_5,EP_1,EP_2,EP_3,EP_4,EP_5
SYN_087_R1,SYN_087,SyntheticCo,3,4,4,4,3,3,4,2,5,3,3,3,4,3,4,4,4,3,3,3,4,3,3,4,4,5,4,3,2,3,3,4,3,4,3,2
SYN_087_R2,SYN_087,SyntheticCo,3,3,2,3,3,3,3,3,4,4,5,4,4,3,4,4,4,2,3,3,3,2,2,4,3,2,3,3,3,2,3,4,2,2,3,3
SYN_087_R3,SYN_087,SyntheticCo,3,4,4,3,3,3,3,2,3,3,4,4,3,4,3,3,3,2,3,3,3,3,3,5,2,4,4,3,3,4,3,3,3,3,3,4
SYN_087_R4,SYN_087,SyntheticCo,3,3,2,3,2,2,3,4,4,4,4,3,4,3,4,4,3,3,3,2,3,4,2,4,3,5,2,3,2,2,4,4,4,3,4,3
SYN_087_R5,SYN_087,SyntheticCo,2,3,3,3,3,4,4,2,5,5,3,2,3,3,5,4,3,3,2,4,3,4,3,4,3,3,2,2,3,3,3,3,3,3,4,3
SYN_088_R1,SYN_088,SyntheticCo,4,3,4,4,3,4,4,4,4,4,4,3,3,4,3,4,3,4,3,3,3,3,2,5,3,3,3,4,2,4,3,3,3,4,3,3
SYN_088_R2,SYN_088,SyntheticCo,3,3,3,4,3,2,3,4,3,4,4,3,4,3,3,4,4,5,3,4,3,4,3,4,4,4,3,3,3,3,2,3,3,3,3,3
SYN_088_R3,SYN_088,SyntheticCo,3,3,4,3,3,3,3,3,3,4,4,4,4,4,4,3,3,3,4,3,2,4,2,4,3,4,4,4,4,3,5,3,2,3,3,3
SYN_088_R4,SYN_088,SyntheticCo,2,4,3,2,3,3,3,1,3,4,3,4,4,4,4,4,3,4,4,3,3,3,2,3,3,4,3,4,3,3,4,2,3,2,3,4
SYN_088_R5,SYN_088,SyntheticCo,3,4,3,2,3,3,3,4,5,3,3,3,3,4,3,2,3,3,3,4,3,3,3,4,4,4,3,3,2,3,4,3,3,4,3,3
SYN_089_R1,SYN_089,SyntheticCo,2,4,4,4,5,3,3,2,4,4,3,3,3,3,3,3,3,3,4,3,3,5,4,4,4,5,3,5,4,5,4,3,3,4,4,3
SYN_089_R2,SYN_089,SyntheticCo,3,4,4,2,5,4,4,3,3,3,3,3,4,2,3,2,2,4,2,2,4,3,4,4,4,3,4,4,4,4,5,4,4,4,4,4
SYN_089_R3,SYN_089,SyntheticCo,3,3,3,2,4,4,4,4,4,2,3,2,3,3,2,3,2,2,5,3,3,3,4,3,4,4,5,4,4,5,5,4,3,4,2,4
SYN_089_R4,SYN_089,SyntheticCo,4,4,3,4,4,3,3,3,4,3,4,3,3,2,3,3,2,3,3,4,3,4,3,3,4,3,4,4,4,4,4,4,4,4,4,4
SYN_089_R5,SYN_089,SyntheticCo,3,3,3,2,3,5,2,4,3,4,2,3,4,4,3,2,2,4,3,3,4,3,4,3,4,3,3,4,4,4,4,4,4,4,3,4
SYN_090_R1,SYN_090,SyntheticCo,4,4,3,5,4,4,5,5,5,4,5,3,4,5,3,4,3,4,3,4,3,4,3,4,3,3,4,3,4,3,4,4,5,4,4,4
SYN_090_R2,SYN_090,SyntheticCo,3,4,4,4,3,5,4,4,3,4,4,3,4,3,4,4,4,5,4,4,3,3,3,3,3,4,5,3,4,3,4,4,4,3,4,3
SYN_090_R3,SYN_090,SyntheticCo,5,4,4,3,4,5,4,5,4,5,4,3,3,4,4,3,5,4,4,4,4,4,2,4,3,3,4,3,3,5,4,2,3,4,4,4
SYN_090_R4,SYN_090,SyntheticCo,5,3,4,4,3,3,4,4,4,5,4,4,3,4,3,3,5,2,3,4,4,3,3,3,4,4,5,3,3,3,5,4,4,4,4,3
SYN_090_R5,SYN_090,SyntheticCo,5,4,4,5,4,4,4,5,4,3,4,4,4,4,3,4,3,4,4,5,4,4,3,3,3,5,3,4,4,3,3,4,4,2,3,4
SYN_091_R1,SYN_091,SyntheticCo,5,5,4,5,3,4,3,2,5,4,4,2,4,3,5,4,3,5,4,4,2,3,3,3,3,3,4,4,3,3,5,3,4,3,3,4
SYN_091_R2,SYN_091,SyntheticCo,5,5,5,5,4,4,4,3,5,4,4,2,2,4,5,4,4,4,5,5,4,3,3,4,4,3,3,4,4,3,4,4,3,3,5,4
SYN_091_R3,SYN_091,SyntheticCo,4,5,5,3,4,3,2,3,4,4,4,2,2,3,4,4,4,4,4,5,3,3,2,3,3,3,3,4,4,4,3,3,2,3,3,4
SYN_091_R4,SYN_091,SyntheticCo,5,5,4,4,3,4,5,4,4,4,4,4,4,3,4,4,4,4,4,5,3,4,4,4,4,5,4,3,3,4,3,3,4,3,4,4
SYN_091_R5,SYN_091,SyntheticCo,4,4,4,5,4,3,3,3,5,4,4,2,3,3,5,4,4,5,5,4,4,3,3,4,4,5,3,4,4,4,3,3,4,4,3,4
SYN_092_R1,SYN_092,SyntheticCo,4,3,3,4,4,3,4,4,2,3,4,4,4,3,3,2,4,4,5,3,4,3,3,4,4,5,3,3,3,3,5,4,4,4,4,4
SYN_092_R2,SYN_092,SyntheticCo,3,3,3,3,4,3,4,4,3,3,3,3,3,4,3,5,3,4,3,5,3,3,3,3,4,4,3,3,3,3,4,4,4,4,4,4
SYN_092_R3,SYN_092,SyntheticCo,2,3,3,3,3,4,3,3,4,2,3,2,3,3,3,4,4,4,4,3,3,4,4,5,4,4,5,4,3,4,3,4,3,3,4,4
SYN_092_R4,SYN_092,SyntheticCo,4,3,5,4,4,3,3,4,3,3,3,2,3,4,4,3,4,3,3,5,4,3,3,3,4,4,3,3,4,3,3,5,5,5,4,4
SYN_092_R5,SYN_092,SyntheticCo,3,4,3,4,2,3,4,3,3,4,4,2,2,3,2,2,3,5,4,4,3,4,5,3,5,4,3,4,4,5,4,4,4,4,3,4
SYN_093_R1,SYN_093,SyntheticCo,5,2,3,3,4,4,4,4,4,3,5,4,4,3,4,4,3,3,3,5,4,5,4,4,3,3,3,4,4,4,3,4,3,4,4,4
SYN_093_R2,SYN_093,SyntheticCo,3,4,3,3,4,3,4,4,3,3,4,4,4,4,3,2,3,2,3,4,4,4,5,4,4,5,5,4,3,4,3,4,3,3,4,2
SYN_093_R3,SYN_093,SyntheticCo,2,3,3,3,4,4,3,4,3,3,4,4,4,3,2,4,3,3,4,4,5,4,5,3,4,4,4,5,4,3,3,5,4,4,3,4
SYN_093_R4,SYN_093,SyntheticCo,3,3,2,3,4,2,4,3,3,4,5,4,4,4,4,3,3,4,2,5,5,4,3,4,3,4,3,5,3,4,3,4,3,4,3,4
SYN_093_R5,SYN_093,SyntheticCo,3,3,3,3,4,4,4,4,3,4,5,3,4,4,4,4,3,4,3,3,3,5,5,3,4,4,5,3,2,4,3,4,4,4,5,4
SYN_094_R1,SYN_094,SyntheticCo,5,5,5,4,2,4,3,3,3,4,2,3,3,3,4,3,4,5,5,5,2,2,4,4,3,2,2,3,3,1,3,2,4,3,3,4
SYN_094_R2,SYN_094,SyntheticCo,4,5,4,4,2,3,4,2,3,2,2,3,3,3,3,4,4,4,3,4,3,3,2,3,4,2,3,3,2,3,4,3,3,4,3,2
SYN_094_R3,SYN_094,SyntheticCo,4,4,4,3,2,3,3,2,4,3,4,2,3,3,4,3,2,5,4,5,3,3,2,3,4,3,4,2,2,3,2,5,4,4,4,3
SYN_094_R4,SYN_094,SyntheticCo,3,5,3,5,3,3,3,3,3,4,4,3,3,4,3,4,4,4,5,4,2,3,2,4,2,3,3,2,3,3,3,4,4,3,3,3
SYN_094_R5,SYN_094,SyntheticCo,4,4,5,4,3,2,3,2,2,4,3,4,3,3,4,4,4,4,5,4,2,2,2,3,3,4,3,3,3,3,2,4,2,3,3,4
SYN_095_R1,SYN_095,SyntheticCo,2,2,2,3,2,3,2,2,2,3,2,3,3,3,3,3,3,4,3,4,2,3,2,4,3,4,3,3,3,2,3,3,3,2,3,2
SYN_095_R2,SYN_095,SyntheticCo,3,3,3,4,2,3,3,2,2,2,2,2,3,2,3,3,4,3,2,2,3,2,3,3,5,4,3,4,2,3,2,4,2,2,2,3
SYN_095_R3,SYN_095,SyntheticCo,3,3,3,2,3,3,2,2,3,3,2,3,2,3,3,3,3,3,2,3,3,3,3,3,2,4,3,3,3,4,4,3,2,2,1,3
SYN_095_R4,SYN_095,SyntheticCo,3,3,3,2,2,2,2,2,3,1,2,1,3,3,2,2,2,2,3,4,2,3,2,3,3,5,3,3,2,1,2,4,3,4,2,1
SYN_095_R5,SYN_095,SyntheticCo,2,3,3,2,2,3,2,2,2,2,2,2,4,3,3,2,2,3,3,3,2,1,3,4,3,3,4,2,4,3,3,3,2,3,3,3
SYN_096_R1,SYN_096,SyntheticCo,3,3,3,3,4,3,3,2,3,3,2,4,3,3,3,2,3,3,3,3,3,3,3,4,4,5,4,4,4,4,4,4,4,3,4,4
SYN_096_R2,SYN_096,SyntheticCo,2,4,4,3,3,3,2,3,2,4,2,4,3,4,3,4,3,3,3,3,2,4,3,4,4,5,4,2,4,3,4,4,4,4,3,4
SYN_096_R3,SYN_096,SyntheticCo,2,3,2,2,3,3,3,2,2,2,2,3,2,3,3,3,4,3,4,2,3,4,4,5,5,4,3,3,3,3,3,3,4,5,4,4
SYN_096_R4,SYN_096,SyntheticCo,4,3,3,3,3,3,3,2,2,3,3,3,2,4,4,2,4,3,3,4,4,4,3,3,3,4,4,3,3,3,3,4,4,4,5,3
SYN_096_R5,SYN_096,SyntheticCo,3,2,3,3,3,3,2,3,2,3,3,3,3,3,4,4,4,3,4,3,3,4,4,4,3,4,3,5,4,3,3,3,3,4,5,3
SYN_097_R1,SYN_097,SyntheticCo,4,2,2,4,4,3,3,3,2,1,1,3,5,5,3,2,3,3,3,2,5,4,3,3,4,4,3,3,3,3,3,4,4,4,2,3
SYN_097_R2,SYN_097,SyntheticCo,3,2,2,3,3,2,2,3,2,3,3,3,3,3,3,3,3,3,4,3,5,4,4,4,3,2,3,4,3,3,3,2,4,3,3,3
SYN_097_R3,SYN_097,SyntheticCo,3,3,2,3,3,2,3,2,1,3,2,4,4,4,2,2,3,2,3,2,4,5,4,2,4,4,5,3,2,3,4,3,4,3,4,2
SYN_097_R4,SYN_097,SyntheticCo,2,3,2,2,2,3,3,3,3,2,3,3,5,4,3,3,3,3,4,2,4,2,4,4,2,2,3,4,3,2,2,4,3,4,4,3
SYN_097_R5,SYN_097,SyntheticCo,4,3,3,3,3,3,3,3,2,3,2,4,3,3,4,3,3,3,3,3,3,3,4,4,3,3,3,3,3,2,3,4,3,3,3,4
SYN_098_R1,SYN_098,SyntheticCo,2,3,3,3,3,3,4,3,4,3,2,4,4,3,3,1,2,4,3,4,2,3,4,3,3,3,3,3,2,4,4,3,3,3,3,3
SYN_098_R2,SYN_098,SyntheticCo,3,3,3,4,3,4,4,3,2,3,2,3,3,4,3,3,3,2,3,4,3,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3
SYN_098_R3,SYN_098,SyntheticCo,3,4,4,2,2,3,3,3,2,2,3,3,5,3,3,2,3,3,4,3,4,3,4,3,3,4,4,2,3,4,3,4,4,3,5,4
SYN_098_R4,SYN_098,SyntheticCo,3,3,4,2,3,3,3,3,2,3,2,5,4,4,3,4,3,3,4,5,3,4,3,3,3,2,3,4,3,4,3,3,4,4,3,4
SYN_098_R5,SYN_098,SyntheticCo,3,2,3,2,4,4,4,3,3,2,3,3,3,4,3,3,3,2,3,4,4,2,3,2,4,3,2,4,3,3,4,4,3,3,3,4
SYN_099_R1,SYN_099,SyntheticCo,3,3,2,3,3,3,3,4,3,2,3,3,4,4,4,4,4,4,4,4,4,4,4,5,3,4,4,4,3,4,3,5,3,3,2,4
SYN_099_R2,SYN_099,SyntheticCo,4,3,3,3,3,4,4,3,3,4,4,4,4,4,4,3,3,3,3,4,4,3,4,3,3,5,3,3,3,4,4,5,3,3,5,4
SYN_099_R3,SYN_099,SyntheticCo,4,3,4,4,4,3,4,5,3,3,3,3,4,4,4,4,4,4,2,4,3,3,4,4,4,4,3,4,4,4,4,3,5,3,4,3
SYN_099_R4,SYN_099,SyntheticCo,3,3,3,4,3,4,4,3,4,3,3,3,4,4,4,4,4,3,2,3,4,4,5,3,3,4,4,2,4,4,2,3,3,3,3,4
SYN_099_R5,SYN_099,SyntheticCo,4,3,2,3,3,3,4,4,3,2,2,3,4,3,3,4,4,4,4,3,3,3,3,3,3,4,4,4,3,4,3,3,4,4,3,4
SYN_100_R1,SYN_100,SyntheticCo,2,2,2,3,3,4,2,2,4,4,3,2,3,2,3,2,4,2,2,3,4,2,2,3,4,4,3,3,2,3,4,4,3,2,3,4
SYN_100_R2,SYN_100,SyntheticCo,2,2,2,2,2,3,3,4,2,3,4,3,3,2,3,3,2,4,3,2,3,4,4,3,4,2,3,4,2,3,4,4,3,3,2,4
SYN_100_R3,SYN_100,SyntheticCo,2,2,3,2,3,3,4,3,3,3,3,4,3,3,2,1,2,4,2,4,3,3,3,4,3,3,4,3,4,4,4,3,3,2,2,2
SYN_100_R4,SYN_100,SyntheticCo,3,3,3,3,2,2,2,2,2,4,2,4,3,4,3,3,4,2,3,3,2,3,4,3,4,4,5,4,4,3,3,3,3,3,3,3
SYN_100_R5,SYN_100,SyntheticCo,2,3,2,2,3,2,3,3,4,3,3,3,2,3,3,3,2,2,3,4,3,3,2,3,3,4,4,2,3,3,2,3,3,3,2,3
